#rho0,E/A
1.561164680671110749e-01,-1.574683074189947440e+01
1.567132575595351907e-01,-1.575534860110326107e+01
1.562296189738127117e-01,-1.573180843697462095e+01
1.550714205170041493e-01,-1.569192410040039043e+01
1.556521190872368343e-01,-1.572984862408661222e+01
1.553423009234629615e-01,-1.573144106798015862e+01
1.567712900688415512e-01,-1.573310343380127563e+01
1.559179631259513532e-01,-1.571632313674030534e+01
1.552450652330387704e-01,-1.571830005249314155e+01
1.582064548905475487e-01,-1.576418124418795053e+01
1.550763996763313834e-01,-1.572344535757323314e+01
1.581479447461457966e-01,-1.577085583962970716e+01
1.573610599692625844e-01,-1.574401154351531140e+01
1.570478954832443541e-01,-1.578953290472624360e+01
1.566451512748267549e-01,-1.577346264211344540e+01
1.561722550844003854e-01,-1.569439618031395689e+01
1.552775265503918700e-01,-1.572914436101961044e+01
1.565881928954681035e-01,-1.575026995722744516e+01
1.594613733088179330e-01,-1.580632006916636279e+01
1.561930701955364931e-01,-1.575806312151010680e+01
1.557863228577659465e-01,-1.574677776765159010e+01
1.567112301177658318e-01,-1.572907962874506005e+01
1.553272526189133917e-01,-1.571580626110887202e+01
1.553782590322295987e-01,-1.575991104602431747e+01
1.555405079093421239e-01,-1.571996848481277276e+01
1.560859267649627735e-01,-1.574366702725467171e+01
1.556418820886815990e-01,-1.572006227726004468e+01
1.577130233316925145e-01,-1.578654657511700421e+01
1.568355157050611570e-01,-1.572681613791202082e+01
1.555814918413220282e-01,-1.576157505439607220e+01
1.554364636881447326e-01,-1.571616425332957334e+01
1.568947525805900745e-01,-1.579012980756641404e+01
1.578960788221541456e-01,-1.576435454888184395e+01
1.555347933875751987e-01,-1.573138782357293586e+01
1.556072641735708750e-01,-1.569833421227849612e+01
1.563256813208054596e-01,-1.573209907712530153e+01
1.558193116105692499e-01,-1.576126949331188065e+01
1.550989283771183613e-01,-1.569280906541186482e+01
1.571997522071381936e-01,-1.576930197096907094e+01
1.569544387287772069e-01,-1.576328496413113811e+01
1.562684338062112210e-01,-1.572476299196616800e+01
1.558299163133377019e-01,-1.571828764270149037e+01
1.586210779165730389e-01,-1.579560089180784388e+01
1.583102913425597502e-01,-1.579020477920861332e+01
1.569327692309024358e-01,-1.575102505335924619e+01
1.565900393985613093e-01,-1.575404574722525020e+01
1.572719318189291782e-01,-1.574961445662519388e+01
1.572525858663250675e-01,-1.573727728520581692e+01
1.576048807757362835e-01,-1.574911073175735865e+01
1.558786526301457198e-01,-1.572082763098486602e+01
1.578564062582402949e-01,-1.580145087662358172e+01
1.578816398956540967e-01,-1.577511353398177718e+01
1.569118278764072838e-01,-1.577633831108023443e+01
1.565317782080860587e-01,-1.572054623920980987e+01
1.572774525389928901e-01,-1.575075372633966175e+01
1.562079171386652476e-01,-1.572921002273167090e+01
1.555220956074956085e-01,-1.574627775419503450e+01
1.554506125226781388e-01,-1.573485058513738366e+01
1.560079999577859700e-01,-1.573341751670655420e+01
1.553409655621673657e-01,-1.575643131524349272e+01
1.561259113703229173e-01,-1.573220984940571299e+01
1.552528751135263396e-01,-1.574117474033269559e+01
1.567478591858143533e-01,-1.573656442047208870e+01
1.558022241410498832e-01,-1.574510805965657667e+01
1.554398093443221662e-01,-1.570863868616955372e+01
1.552465107713678072e-01,-1.575146276534016820e+01
1.563378447447015263e-01,-1.579897895636168492e+01
1.567756481751594877e-01,-1.574302310753433254e+01
1.566423797638217819e-01,-1.574934007484887744e+01
1.557165264883043632e-01,-1.576396423022925397e+01
1.559477742657368327e-01,-1.570358373433702504e+01
1.570334724795636183e-01,-1.571944198999435827e+01
1.561752617146553168e-01,-1.576690659774765990e+01
1.568201590938191614e-01,-1.576888208172750439e+01
1.560369582900466567e-01,-1.572800460104117803e+01
1.556765230215550466e-01,-1.571334228349731710e+01
1.582683014938713328e-01,-1.581861663802640727e+01
1.566313351569531831e-01,-1.581031984702267756e+01
1.556459405705823973e-01,-1.574851484916533906e+01
1.571300090436879293e-01,-1.574386804269890661e+01
1.577878767907099078e-01,-1.578118842531315025e+01
1.550119671462665549e-01,-1.573536521921048070e+01
1.559389055365197341e-01,-1.572279206327652901e+01
1.555534726135873458e-01,-1.577604278042310071e+01
1.553043108363477420e-01,-1.570343001994222831e+01
1.553971266439113930e-01,-1.576718932913349924e+01
1.572450405988410072e-01,-1.576432536175943611e+01
1.557156621221963688e-01,-1.570820242072469064e+01
1.575252176930512504e-01,-1.572949548768302996e+01
1.560859700124449523e-01,-1.576332316998063732e+01
1.563593773071458581e-01,-1.580611799653895311e+01
1.582333930865397753e-01,-1.575738761946483812e+01
1.567186821985041556e-01,-1.574239706643902181e+01
1.576803896493701174e-01,-1.575717293315372736e+01
1.565159022106795139e-01,-1.575673938145413011e+01
1.566584828170090871e-01,-1.572193004160704355e+01
1.555030425254236015e-01,-1.572877405168292064e+01
1.558300618460029263e-01,-1.572226755792558883e+01
1.560995228798737477e-01,-1.576590041429099465e+01
1.575776648915191702e-01,-1.578190976936358325e+01
1.586246614408848843e-01,-1.572837704906210909e+01
1.562580326697515787e-01,-1.573716903179495041e+01
1.567916046416568121e-01,-1.578070154692652238e+01
1.560241064731432703e-01,-1.576451084289489835e+01
1.560250363549279540e-01,-1.571440090750476237e+01
1.568427263560122353e-01,-1.573448684344725024e+01
1.551851285884100762e-01,-1.576466709959123769e+01
1.555950062895699870e-01,-1.574925137151268473e+01
1.567730620064027580e-01,-1.572713619267502239e+01
1.559422483582523222e-01,-1.574100077175168266e+01
1.555538618698054099e-01,-1.578599325352733018e+01
1.553203531303943841e-01,-1.579193245919576505e+01
1.584711601302342121e-01,-1.577122137060211671e+01
1.570002860753711149e-01,-1.575485323166026852e+01
1.554821048774977232e-01,-1.571925870643684853e+01
1.555470088438367648e-01,-1.573888034966723559e+01
1.577890817244868849e-01,-1.577000363369064395e+01
1.562000247800521824e-01,-1.575114986455820087e+01
1.551023696746313685e-01,-1.579135514903666504e+01
1.554628738073401684e-01,-1.573934021486767065e+01
1.553403093312026861e-01,-1.572735195048598555e+01
1.570274899322898765e-01,-1.575406976536939574e+01
1.562848773164787208e-01,-1.577824001582592750e+01
1.562077889329938352e-01,-1.574698218562978802e+01
1.554645127277507477e-01,-1.573583134262935168e+01
1.571864213222652074e-01,-1.580332105912856022e+01
1.552884458063993611e-01,-1.570843042479250151e+01
1.559016414564844966e-01,-1.571697780720649718e+01
1.563555444047338983e-01,-1.576108608667960098e+01
1.560758137518802602e-01,-1.573409204232016023e+01
1.552382375018218630e-01,-1.573239454815220739e+01
1.555723788549843722e-01,-1.571123345028909313e+01
1.563929136698366529e-01,-1.574491510846092091e+01
1.571740193555686838e-01,-1.578421571187024242e+01
1.577142351813537735e-01,-1.574994000869215682e+01
1.569546110713890830e-01,-1.577520477726245574e+01
1.553163989033202463e-01,-1.574721723529936668e+01
1.555737480132824424e-01,-1.577892895645790716e+01
1.559174431417958417e-01,-1.572387622279216757e+01
1.576782961873909872e-01,-1.573446178551026620e+01
1.567592256219704772e-01,-1.572518138507086860e+01
1.557493754050852941e-01,-1.574810047147212622e+01
1.551533629272948966e-01,-1.575120314344712824e+01
1.564431644982956227e-01,-1.577617249789430076e+01
1.556526679921078626e-01,-1.576390931236703530e+01
1.555952551529407868e-01,-1.574558825082876723e+01
1.555970938448968943e-01,-1.576792963717776175e+01
1.553990956056371386e-01,-1.571081946968276633e+01
1.551132438276791592e-01,-1.574765511649410854e+01
1.559343166682944093e-01,-1.575498762194644442e+01
1.566123052772371849e-01,-1.578431313395602054e+01
1.577918187723110210e-01,-1.574587312194162969e+01
1.554240076550186811e-01,-1.573330393816505079e+01
1.567453199937080266e-01,-1.573758892997814307e+01
1.579974963719777969e-01,-1.578175650459760071e+01
1.585349211516868251e-01,-1.577934105726908243e+01
1.555613859753570416e-01,-1.575628875094323966e+01
1.563254167294602648e-01,-1.575436668298640974e+01
1.568801332510504354e-01,-1.582192260003090745e+01
1.568153941911569482e-01,-1.576798996898737748e+01
1.579307809582691791e-01,-1.578365880983597513e+01
1.565858048009125814e-01,-1.575419272448142038e+01
1.563843260437461358e-01,-1.579737116458312229e+01
1.575074336410509646e-01,-1.578465747089986415e+01
1.566524543856988305e-01,-1.572889354164127518e+01
1.570510790501291887e-01,-1.572421880614227518e+01
1.561874569548820924e-01,-1.579010775515786413e+01
1.553711045259927315e-01,-1.574172687298359818e+01
1.558178068339533540e-01,-1.574069802471311696e+01
1.565936329588634990e-01,-1.572221652729738395e+01
1.592338249809378548e-01,-1.578995803863906566e+01
1.558488446031509322e-01,-1.580204415414493724e+01
1.553944396684940610e-01,-1.573162599947942830e+01
1.553832158753691572e-01,-1.570117139441337706e+01
1.556836382383568473e-01,-1.572038086397453505e+01
1.565639891656140092e-01,-1.572042212630318936e+01
1.575890689153921498e-01,-1.581848502690155733e+01
1.551448308557034084e-01,-1.576255781400807798e+01
1.581634870036547624e-01,-1.577738979203649627e+01
1.567514318148785502e-01,-1.575597099216735408e+01
1.552745958372207802e-01,-1.575280402683506509e+01
1.552536186499361981e-01,-1.574755884564661201e+01
1.566348567560137683e-01,-1.576556903752849337e+01
1.551639940965174880e-01,-1.575068151786458692e+01
1.551754805507442880e-01,-1.573114961394541389e+01
1.566254927554626974e-01,-1.573598307559930731e+01
1.575179230632141048e-01,-1.576727766045917001e+01
1.553106461632313973e-01,-1.578941099478515575e+01
1.563847079904266690e-01,-1.576812083458983871e+01
1.551879559028363498e-01,-1.576849377745526581e+01
1.572538378296595152e-01,-1.575993045308526419e+01
1.558436250765806164e-01,-1.578112011227744915e+01
1.558009014164676020e-01,-1.569875711549453889e+01
1.550593831577696535e-01,-1.576370358436627583e+01
1.560470171246838567e-01,-1.574889121940867120e+01
1.555632066428116744e-01,-1.571306779539539633e+01
1.563069705803743215e-01,-1.575778559667770828e+01
1.557319221434660950e-01,-1.571627623235553273e+01
1.572270180677534657e-01,-1.575787703028931652e+01
1.560171889111160448e-01,-1.576299982627187823e+01
1.567113267952423006e-01,-1.576377996371064505e+01
1.554029364205898600e-01,-1.573960351359747278e+01
1.563088061117209049e-01,-1.572265822495840304e+01
1.550914632414056027e-01,-1.578475239040364286e+01
1.560940189065480876e-01,-1.572810802482961989e+01
1.561593510250159633e-01,-1.574703659805597233e+01
1.552151522569757136e-01,-1.573110708953962877e+01
1.566383867781041273e-01,-1.575272572610064081e+01
1.578825333954878563e-01,-1.579687786242471148e+01
1.562809175761330216e-01,-1.577682047773656926e+01
1.554860701922329835e-01,-1.573648480602201793e+01
1.570568421494892009e-01,-1.574039640520462058e+01
1.560983583279159648e-01,-1.575657330233694253e+01
1.570146283612350036e-01,-1.575408025418549407e+01
1.568673972744042688e-01,-1.575456407532046654e+01
1.557478225770106417e-01,-1.576403929544111548e+01
1.552899755929430525e-01,-1.573933651727294247e+01
1.562204764759866360e-01,-1.574116280211906194e+01
1.559720865593483552e-01,-1.574725909972736204e+01
1.565748837224832657e-01,-1.576098711577802725e+01
1.583285425193952101e-01,-1.575457043840446225e+01
1.558379808971930569e-01,-1.572594632681313520e+01
1.560862009492918756e-01,-1.572244790364335820e+01
1.564953493703852283e-01,-1.576174535443720792e+01
1.557213340112954536e-01,-1.575487948815536399e+01
1.551127516959593111e-01,-1.570957577610472455e+01
1.582088274293876329e-01,-1.571881399259806500e+01
1.550279978197103004e-01,-1.575282284643343367e+01
1.574936712568958952e-01,-1.576994881211732569e+01
1.563420763872051256e-01,-1.573593482490946016e+01
1.559245599501328239e-01,-1.576761263881698483e+01
1.567827141458832396e-01,-1.572504760067853447e+01
1.577472525988984076e-01,-1.573975577728187147e+01
1.561136668775045255e-01,-1.571633135541502568e+01
1.552072037164122231e-01,-1.575749592988369763e+01
1.562278974256622599e-01,-1.571206308835133747e+01
1.564115021512272607e-01,-1.576181864592003734e+01
1.562039886122121024e-01,-1.573708120218624806e+01
1.557660955702952765e-01,-1.568516289840736277e+01
1.574724837384278153e-01,-1.576981076567892792e+01
1.584938077303126303e-01,-1.577002892403693224e+01
1.560108758542338714e-01,-1.577968650447566645e+01
1.575236700739517381e-01,-1.575668695638493233e+01
1.556741718893684956e-01,-1.573508764946532068e+01
1.566215144766224532e-01,-1.579177995447881422e+01
1.555951119243386693e-01,-1.575929369006177971e+01
1.560349266950932789e-01,-1.570248467160172012e+01
1.564028354498849804e-01,-1.578103588078974795e+01
1.559403065784193410e-01,-1.578532684793805174e+01
1.572388380197417279e-01,-1.578490993485320892e+01
1.562940787813500154e-01,-1.575059205776071103e+01
1.565270024991453068e-01,-1.575464557638296448e+01
1.565266941985148375e-01,-1.577078813988249983e+01
1.560331766004820486e-01,-1.572512383290414562e+01
1.572368325979597858e-01,-1.577681702121379637e+01
1.557556570048765354e-01,-1.574063431190897866e+01
1.570101447484001378e-01,-1.578301940821648586e+01
1.571038364857526848e-01,-1.576263218744294470e+01
1.597550062037801089e-01,-1.579545085793949610e+01
1.573303218197227848e-01,-1.571734313710686060e+01
1.583859754061837932e-01,-1.576682143177666617e+01
1.563435018680173760e-01,-1.575980424898307142e+01
1.557620558778818054e-01,-1.573517931593954344e+01
1.569930843851145841e-01,-1.575449137041750092e+01
1.559438354726457310e-01,-1.573245055958777350e+01
1.562500406471490078e-01,-1.572202069523032719e+01
1.571776223498293767e-01,-1.581841261907238483e+01
1.550061754420649363e-01,-1.568613817656337872e+01
1.576928387644545293e-01,-1.583745536381441354e+01
1.552015567570658172e-01,-1.573198448038871078e+01
1.550627736895656139e-01,-1.570128866646831867e+01
1.586631455687213810e-01,-1.572303639125235719e+01
1.556350618982234590e-01,-1.569038785762441179e+01
1.552021412983475568e-01,-1.575232374683705139e+01
1.556693374714662459e-01,-1.570551258833488184e+01
1.585029867372712564e-01,-1.571617424828085774e+01
1.558711189616932835e-01,-1.572935357435881443e+01
1.592958700875493072e-01,-1.578398226125232817e+01
1.562948545058857885e-01,-1.573652812377339494e+01
1.551959452108299387e-01,-1.576902271375444720e+01
1.554867028534751561e-01,-1.573730385940617360e+01
1.570124514078607703e-01,-1.574252672386352003e+01
1.565380193370612405e-01,-1.575572547964669390e+01
1.557514949149360062e-01,-1.578532331446163717e+01
1.576752774404256707e-01,-1.575334800010162795e+01
1.552254395832790013e-01,-1.574789187264778434e+01
1.563716732654131802e-01,-1.573404172495140330e+01
1.554614725120026242e-01,-1.574254711553191655e+01
1.552097829059043976e-01,-1.570664424170170115e+01
1.577598001790287141e-01,-1.580870637845515070e+01
1.550738617274815268e-01,-1.574938919503659029e+01
1.560210041936471725e-01,-1.573387974945563350e+01
1.556843511234223820e-01,-1.576127949643078274e+01
1.560765971720361467e-01,-1.576389040980739864e+01
1.568404441425340079e-01,-1.573669193840134994e+01
1.556345668178090724e-01,-1.572775109393794857e+01
1.558125985490459442e-01,-1.570621427914885615e+01
1.562405891612122233e-01,-1.579556253902606677e+01
1.564566329109504383e-01,-1.575640784747199064e+01
1.561878262093475134e-01,-1.571812067099903842e+01
1.564385121644644716e-01,-1.572433330880420499e+01
1.565911680580201748e-01,-1.578896577320826466e+01
1.560351656844429780e-01,-1.575921422142040917e+01
1.566542956516450980e-01,-1.572310027543218958e+01
1.573404083992757663e-01,-1.577911025700630709e+01
1.563209584492893101e-01,-1.572923712234624816e+01
1.572689802570930995e-01,-1.580175814759141772e+01
1.589743709726651466e-01,-1.576855274377546046e+01
1.558210459128459013e-01,-1.571997074550006879e+01
1.555814098661571221e-01,-1.575211994245068325e+01
1.572325727062164891e-01,-1.576557771757192050e+01
1.563062069587517200e-01,-1.574092977434712814e+01
1.553587111935883502e-01,-1.570723853446525453e+01
1.572068243849271407e-01,-1.577876016504514212e+01
1.554585574461970765e-01,-1.576179143773482494e+01
1.566153307088426483e-01,-1.573236651247341022e+01
1.559188529254940669e-01,-1.576961598831511324e+01
1.561530078061501847e-01,-1.575112578759643789e+01
1.554139228609244250e-01,-1.572542054109094245e+01
1.555195556747179242e-01,-1.575168970616053343e+01
1.558696945684147628e-01,-1.573676052360647581e+01
1.557424862090018292e-01,-1.572263390585374765e+01
1.592355465341042109e-01,-1.576674196875835499e+01
1.567796454066134049e-01,-1.573932405983242866e+01
1.572237442685947562e-01,-1.572096374429902710e+01
1.569142999426792473e-01,-1.574769833403491326e+01
1.564535135572089064e-01,-1.574461839839379529e+01
1.554488793272081615e-01,-1.573371847038357352e+01
1.555889788518975414e-01,-1.574680012299759113e+01
1.556102134344658494e-01,-1.575168368790049023e+01
1.573754386151171858e-01,-1.574690380683803426e+01
1.555373018821378794e-01,-1.574832216351269309e+01
1.554089646370144240e-01,-1.571167114727668412e+01
1.555437692053330545e-01,-1.571693815548846196e+01
1.567073964181136814e-01,-1.572782768736362868e+01
1.565442754228728583e-01,-1.574870292712982867e+01
1.557636004682276532e-01,-1.576756533270451222e+01
1.568039662526175271e-01,-1.573757751438218300e+01
1.568118692678438786e-01,-1.579301009783909571e+01
1.568937700342918906e-01,-1.575591120728968697e+01
1.576866153858679509e-01,-1.574500374205792319e+01
1.565044772460334466e-01,-1.578864049452338136e+01
1.561242276472032953e-01,-1.572788221288787902e+01
1.556057780255114542e-01,-1.576934646672279250e+01
1.555935490535508836e-01,-1.576039050800583396e+01
1.561458518843898968e-01,-1.574825148140320863e+01
1.586164726204341013e-01,-1.580517702993782514e+01
1.555189166494743147e-01,-1.575809738886756151e+01
1.569766023069893435e-01,-1.577097849569332411e+01
1.568270830594980236e-01,-1.574791114542266612e+01
1.582261579915960892e-01,-1.576563754817797580e+01
1.553301352023074566e-01,-1.577894192814625107e+01
1.562859894778803327e-01,-1.574917646573269714e+01
1.557525481090112074e-01,-1.573603181851078503e+01
1.587884344348238497e-01,-1.581883687066807731e+01
1.556625847257708806e-01,-1.576476042505594322e+01
1.571009182044232622e-01,-1.575989771226339897e+01
1.568935987481734629e-01,-1.577203935904134369e+01
1.577007870951322444e-01,-1.578250455493725113e+01
1.551426262009400481e-01,-1.570786703070049484e+01
1.569274688697303299e-01,-1.577068637489251479e+01
1.565245708327512031e-01,-1.571573899350825698e+01
1.564112224044719446e-01,-1.578147061943894869e+01
1.557040873192836461e-01,-1.575638071811651209e+01
1.559775445958782314e-01,-1.576504298493327205e+01
1.568762930623633367e-01,-1.571482668633927560e+01
1.550811851239823069e-01,-1.574453577017435713e+01
1.563803869742955432e-01,-1.571331415674037224e+01
1.561309066676365709e-01,-1.573837398252163489e+01
1.567400606487662496e-01,-1.574192498248025629e+01
1.556362611136545560e-01,-1.577430601715830782e+01
1.555473680919837731e-01,-1.574970495193566045e+01
1.551348291955853831e-01,-1.567977622084003819e+01
1.556925497112729706e-01,-1.575411013422038664e+01
1.572731145171681610e-01,-1.571859120978799496e+01
1.559818526994678489e-01,-1.572836909252738735e+01
1.577683408397364540e-01,-1.573455213322301027e+01
1.562001334592648949e-01,-1.576124741741258894e+01
1.551371867815928007e-01,-1.573760143938734934e+01
1.554555308552986459e-01,-1.578259948056171424e+01
1.559155358443976847e-01,-1.576314375828333070e+01
1.559072175035163543e-01,-1.575598953064801755e+01
1.575180778439603524e-01,-1.573101395025192240e+01
1.561206967094737608e-01,-1.574051761650762771e+01
1.556374006877936089e-01,-1.574212662011055563e+01
1.568045184670168735e-01,-1.574946180196849532e+01
1.583541551632814959e-01,-1.576403515069702976e+01
1.565309442387655126e-01,-1.575032936598966771e+01
1.566684483518544779e-01,-1.578571889081127466e+01
1.570355141236824681e-01,-1.573652528460516997e+01
1.567110680087347996e-01,-1.570401450832155987e+01
1.553007384606201191e-01,-1.571056205961114571e+01
1.550617458910521773e-01,-1.573642718979440858e+01
1.552488727069301633e-01,-1.574079924044688994e+01
1.561122325322030768e-01,-1.574717786355848936e+01
1.554333319419740900e-01,-1.575809896902210028e+01
1.560451264981922992e-01,-1.573511093771303138e+01
1.565062995788911171e-01,-1.579475841763942334e+01
1.557293304862328864e-01,-1.575349170383620745e+01
1.556996919272400637e-01,-1.577097717932258547e+01
1.558476976590218444e-01,-1.575021139999446973e+01
1.563150046148815420e-01,-1.575741189178754453e+01
1.566626384768138869e-01,-1.576892827501631800e+01
1.570204774465805697e-01,-1.580612443508089093e+01
1.552863152899665034e-01,-1.574755785848986633e+01
1.554899868717786182e-01,-1.574226734140226469e+01
1.552043316544097495e-01,-1.573329759242966119e+01
1.552372710888160756e-01,-1.573766377668011707e+01
1.577512939836129557e-01,-1.579818757861481160e+01
1.564565466070310662e-01,-1.579238715425187500e+01
1.552844757275273768e-01,-1.577176545434406307e+01
1.556903878522066520e-01,-1.576021819216259345e+01
1.555612122628391991e-01,-1.574037919370110039e+01
1.552504953026921652e-01,-1.572707196447571576e+01
1.551791407110691412e-01,-1.573253805168088881e+01
1.561867663335546608e-01,-1.575026655339070913e+01
1.555158658342762623e-01,-1.572642559767855630e+01
1.556215500374127647e-01,-1.576555171556865353e+01
1.565701856690252247e-01,-1.573075055500103581e+01
1.552388418323879526e-01,-1.578447706248607574e+01
1.563923250321702652e-01,-1.575846083409930110e+01
1.556547090111429221e-01,-1.573148322653729991e+01
1.555916468293561117e-01,-1.574220583523444184e+01
1.582125393437517069e-01,-1.577581852965606224e+01
1.561853234177185135e-01,-1.578809939615200442e+01
1.558053756430423098e-01,-1.573068190024816282e+01
1.554260361690592840e-01,-1.576638354719874258e+01
1.553454149570834275e-01,-1.575351119180793624e+01
1.561588331901502813e-01,-1.575306610040291133e+01
1.565822976476852757e-01,-1.573227934261744032e+01
1.562533305122299765e-01,-1.581373283641534400e+01
1.564179126604313130e-01,-1.574267829583227396e+01
1.551182051342946677e-01,-1.570316643357915432e+01
1.555612816171444979e-01,-1.569218502785069802e+01
1.557253281719289950e-01,-1.575782702115155587e+01
1.556577224429246398e-01,-1.580676917002169013e+01
1.550318275326637019e-01,-1.576452602497003674e+01
1.566955827483356711e-01,-1.576488467255570036e+01
1.552073470700955637e-01,-1.572772879287068903e+01
1.561915108846577138e-01,-1.573158394522401693e+01
1.568164305656770396e-01,-1.574894919401540605e+01
1.553179102832784042e-01,-1.572638693628612039e+01
1.598380185284168087e-01,-1.573285763047449670e+01
1.550445384350378764e-01,-1.573686238139283766e+01
1.552757865886003619e-01,-1.575125600440519946e+01
1.565394369141562825e-01,-1.575951117358619413e+01
1.565596244026865869e-01,-1.573640539403758076e+01
1.554226328363861320e-01,-1.574997708281530961e+01
1.555839729202350141e-01,-1.575552328433005123e+01
1.560227410191573072e-01,-1.574469847863888994e+01
1.576554970464839889e-01,-1.576295231443007339e+01
1.551113254752233273e-01,-1.574100737370746472e+01
1.552474159979400081e-01,-1.570568667272068097e+01
1.556977001292956797e-01,-1.577716381394178846e+01
1.552224606283535424e-01,-1.575801083161804428e+01
1.563819812592325276e-01,-1.580349583304085748e+01
1.554490223664113102e-01,-1.575114032140121800e+01
1.557284338433167492e-01,-1.575330937366103967e+01
1.570283796603731408e-01,-1.572217738523119834e+01
1.582101922501605307e-01,-1.578354637326782672e+01
1.552948695550002978e-01,-1.571788396074510885e+01
1.552929583293256033e-01,-1.574763093976399020e+01
1.550399191918100938e-01,-1.576431325542084672e+01
1.563956031207218988e-01,-1.577261594542894407e+01
1.552298237634675837e-01,-1.578755045516453315e+01
1.556248570078756777e-01,-1.579545180308450725e+01
1.557017226471838489e-01,-1.572384157970298979e+01
1.552726264574765536e-01,-1.570063804935447038e+01
1.558168939429303013e-01,-1.572984378991787224e+01
1.555098732119371552e-01,-1.572740562531551767e+01
1.575063914417093314e-01,-1.578634657901925742e+01
1.568388885155454493e-01,-1.575424480019615636e+01
1.564740666890276077e-01,-1.573025994352313006e+01
1.555694441406717254e-01,-1.572268613825901973e+01
1.572329822825119794e-01,-1.578410594485051099e+01
1.557090670862587012e-01,-1.570320549535959387e+01
1.567105780996669306e-01,-1.571854312413627142e+01
1.559687132938708254e-01,-1.572297179611739715e+01
1.554213902882990994e-01,-1.571961548413964849e+01
1.578695349210271215e-01,-1.577206720385672334e+01
1.571527650905718276e-01,-1.572961859196072432e+01
1.562867345002368902e-01,-1.577754941223810548e+01
1.581074820902434730e-01,-1.575036209220344752e+01
1.559885667521416774e-01,-1.573555717002259513e+01
1.559609848464083293e-01,-1.572878554858351485e+01
1.570326218947242225e-01,-1.578653810719768913e+01
1.552357014726842288e-01,-1.566695250951129381e+01
1.561925221618451487e-01,-1.575288090122847251e+01
1.560235986785956930e-01,-1.570380933512497634e+01
1.552421083412783842e-01,-1.574074180767386899e+01
1.551546385195674282e-01,-1.572112869813068770e+01
1.551962242130626723e-01,-1.573432303742939453e+01
1.558297747660117583e-01,-1.574027220048564146e+01
1.567839898010601474e-01,-1.574084269681539183e+01
1.568230533633518387e-01,-1.575490490520090070e+01
1.574248146860894593e-01,-1.575975031188576381e+01
1.563294640595100371e-01,-1.573939995498251498e+01
1.578129362103757594e-01,-1.581164404502286303e+01
1.555703825076692193e-01,-1.572211224150165521e+01
1.572226338970854898e-01,-1.574568005332930731e+01
1.553642478434304475e-01,-1.576764830163941511e+01
1.564742861229664050e-01,-1.578496457918686602e+01
1.557882339493249224e-01,-1.575296133565947976e+01
1.550323907228667863e-01,-1.572963616433063549e+01
1.559634949967262096e-01,-1.575093429232588704e+01
1.550180108413393987e-01,-1.574353618845558422e+01
1.559642760634099012e-01,-1.569740321815998563e+01
1.552510513399290581e-01,-1.576176798068486917e+01
1.563002951517163674e-01,-1.571534800417074962e+01
1.558566765541218035e-01,-1.578443300162614449e+01
1.567190871786444395e-01,-1.577784358363510542e+01
1.560255690928210315e-01,-1.575065941377029688e+01
1.558356907557113813e-01,-1.571984286105043971e+01
1.550492373909703181e-01,-1.573031547917210915e+01
1.561756994271866483e-01,-1.572974057021017380e+01
1.561395578380115057e-01,-1.572823986092596726e+01
1.568007835027084296e-01,-1.572738743590170252e+01
1.559481058292449263e-01,-1.572514484423780345e+01
1.578029384346147368e-01,-1.578520373738728111e+01
1.554635791393954858e-01,-1.573285084046441540e+01
1.562900948077385055e-01,-1.580273751895766488e+01
1.565681761895449386e-01,-1.574708164884881967e+01
1.566717930354494248e-01,-1.578116095597124158e+01
1.571693754655817121e-01,-1.573837728564293492e+01
1.562972504393254358e-01,-1.576502933128613293e+01
1.559503289996848341e-01,-1.572761955200753903e+01
1.561254104915054675e-01,-1.577586246895475419e+01
1.560159094561331394e-01,-1.575092941586680340e+01
1.562588013058959502e-01,-1.581142482739775446e+01
1.581265913969006898e-01,-1.577892074873486017e+01
1.553413101293401044e-01,-1.574375225869866668e+01
1.556534979968772492e-01,-1.573876105996494523e+01
1.564261285027883364e-01,-1.575249298036149348e+01
1.553808271887043568e-01,-1.574583718167150792e+01
1.556367946417065440e-01,-1.570697604011123616e+01
1.559059267889555123e-01,-1.575716415525155156e+01
1.568831391863158564e-01,-1.578216677720118888e+01
1.591500874458204040e-01,-1.578310411255052692e+01
1.554729708043505743e-01,-1.572754731462605449e+01
1.565370809652572304e-01,-1.572109648435469964e+01
1.566051868641147871e-01,-1.574158721329082766e+01
1.558084553815330398e-01,-1.577654646504180214e+01
1.568217416267628783e-01,-1.571956303010092348e+01
1.567970786095774782e-01,-1.573643972103029220e+01
1.554982793947297381e-01,-1.572798572470628820e+01
1.567940122182659712e-01,-1.573265294015590854e+01
1.555246511632403794e-01,-1.574531708314656697e+01
1.567064750220864278e-01,-1.572391547675588086e+01
1.565272236846769194e-01,-1.573352124024096454e+01
1.552036041319616588e-01,-1.576144355159648747e+01
1.568100476565910395e-01,-1.576251712452186560e+01
1.563689945706407125e-01,-1.577812641197707855e+01
1.566487455799158157e-01,-1.571124729922502539e+01
1.553891002547212463e-01,-1.573730064476848511e+01
1.553766242358158023e-01,-1.574226487965382582e+01
1.558019390842430019e-01,-1.572781491899335293e+01
1.564896620560812801e-01,-1.572129297754350752e+01
1.561338474409000865e-01,-1.573124824522267495e+01
1.566782447591720806e-01,-1.573466081296804830e+01
